#,,Character,,Body,,Tires,,Gliders,Speed Ground,Speed Water,Speed Air,Speed Anti-Gravity,Acceleration,Weight,Handling Ground,Handling Water,Handling Air,Handling Anti-Gravity,Traction,MiniTurbo,Stats total,Speed + MT total
3487,7,"Cat Peach, Villager Female, Inkling Female",13,"Blue Falcon, Splat Buggy",8,"Off-Road, Retro Off-Road, Triforce Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,3.5,3.5,3.75,3.5,2.75,3.25,3.5,3.25,4,3.75,3.25,42,7.25
3488,7,"Cat Peach, Villager Female, Inkling Female",13,"Blue Falcon, Splat Buggy",8,"Off-Road, Retro Off-Road, Triforce Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,3.5,3.25,3.75,3.75,2.5,3.25,3.5,3.5,4,3.75,3.5,42,7.25
4325,9,"Tanooki Mario, Villager Male, Inkling Male",9,"Biddybuggy (Buggybud), Mr. Scooty",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",3,3.25,3.25,3.25,4,3.25,3.5,3.25,3.5,3.5,4,4.25,42,7.25
4327,9,"Tanooki Mario, Villager Male, Inkling Male",9,"Biddybuggy (Buggybud), Mr. Scooty",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3,3,3.25,3.5,4,3.5,3.5,3.5,3.5,3.25,3.75,4.25,42,7.25
4328,9,"Tanooki Mario, Villager Male, Inkling Male",9,"Biddybuggy (Buggybud), Mr. Scooty",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3,3,3.5,4.25,3.25,3.5,3.5,3.75,3.25,3.75,4.5,42,7.25
4361,9,"Tanooki Mario, Villager Male, Inkling Male",10,"Landship, Streetle",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,4.25,3.5,2.75,3.75,3.25,3.25,3.5,3.25,2.75,4.5,4,42,7.25
4363,9,"Tanooki Mario, Villager Male, Inkling Male",10,"Landship, Streetle",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,4,3.5,3,3.75,3.5,3.25,3.75,3.25,2.5,4.25,4,42,7.25
4364,9,"Tanooki Mario, Villager Male, Inkling Male",10,"Landship, Streetle",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,4,3.25,3,4,3.25,3.25,3.75,3.5,2.5,4.25,4.25,42,7.25
5025,10,"Mario, Ludwig, Mii (Medium)",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",6,"Metal, Gold Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4.25,4.5,4.25,3.5,2,4.25,3.5,3.25,2.75,3,3.75,3,42,7.25
5027,10,"Mario, Ludwig, Mii (Medium)",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",6,"Metal, Gold Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.25,4.25,4.25,3.75,2,4.5,3.5,3.5,2.75,2.75,3.5,3,42,7.25
5028,10,"Mario, Ludwig, Mii (Medium)",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",6,"Metal, Gold Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,4.25,4,3.75,2.25,4.25,3.5,3.5,3,2.75,3.5,3.25,42,7.25
5526,11,"Luigi, Iggy",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",5,"Slick, Cyber Slick",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4,3.75,3.5,4.5,2.5,3.75,3.75,3,3.5,3.5,3,3.25,42,7.25
5586,12,"Metal Mario, Pink Gold Peach, Gold Mario",2,"Pipe Frame, Varmint, City Tripper",2,"Monster, Hot Monster, Ancient",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,4.25,3.5,3.75,3.5,4.5,3,2.75,2.75,2.75,4,3.75,42,7.25
5962,12,"Metal Mario, Pink Gold Peach, Gold Mario",12,"Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,4.25,4.25,4.25,2.75,4.5,3.25,2.75,2.75,3,3,3,42,7.25
6537,13,"Rosalina, Link, King Boo",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",6,"Metal, Gold Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4.5,4.75,4.5,3.75,1.75,4.5,3.25,3,2.5,2.75,4,2.75,42,7.25
6539,13,"Rosalina, Link, King Boo",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",6,"Metal, Gold Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.5,4.5,4.5,4,1.75,4.75,3.25,3.25,2.5,2.5,3.75,2.75,42,7.25
6540,13,"Rosalina, Link, King Boo",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",6,"Metal, Gold Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,4.5,4.25,4,2,4.5,3.25,3.25,2.75,2.5,3.75,3,42,7.25
7025,14,"Donkey Kong, Waluigi, Roy",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",4.25,4.75,4.5,4.25,2.25,4.75,2.5,2.5,2.5,2.25,4.5,3,42,7.25
7027,14,"Donkey Kong, Waluigi, Roy",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.25,4.5,4.5,4.5,2.25,5,2.5,2.75,2.5,2,4.25,3,42,7.25
7028,14,"Donkey Kong, Waluigi, Roy",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,4.5,4.25,4.5,2.5,4.75,2.5,2.75,2.75,2,4.25,3.25,42,7.25
7529,15,"Wario, Dry Bowser",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",4.5,5,4.75,4.5,2,5,2.25,2.25,2.25,2,4.75,2.75,42,7.25
7531,15,"Wario, Dry Bowser",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.5,4.75,4.75,4.75,2,5.25,2.25,2.5,2.25,1.75,4.5,2.75,42,7.25
7532,15,"Wario, Dry Bowser",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,4.75,4.5,4.75,2.25,5,2.25,2.5,2.5,1.75,4.5,3,42,7.25
1285,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",8,"Prancer, Sport Bike, Jet Bike",7,"Button, Leaf Tires",1,"Super Glider, Waddle Wing, Hylian Kite",2.75,2.75,3,2.5,4,1.5,4.5,4.25,4.25,4.5,3.25,4.5,41.75,7.25
1287,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",8,"Prancer, Sport Bike, Jet Bike",7,"Button, Leaf Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",2.75,2.5,3,2.75,4,1.75,4.5,4.5,4.25,4.25,3,4.5,41.75,7.25
1288,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",8,"Prancer, Sport Bike, Jet Bike",7,"Button, Leaf Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,2.5,2.75,2.75,4.25,1.5,4.5,4.5,4.5,4.25,3,4.75,41.75,7.25
1294,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",8,"Prancer, Sport Bike, Jet Bike",9,"Sponge, Cushion",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,2.5,3.25,2.5,4,1.5,4.25,3.75,4.75,4,4,4.75,41.75,7.25
1382,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",4,"Slim, Wood, Crimson Slim",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,2.5,2.75,3.25,3.5,2,4.75,4.25,4.75,4.5,2.25,4.25,41.75,7.25
1473,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",13,"Blue Falcon, Splat Buggy",9,"Sponge, Cushion",1,"Super Glider, Waddle Wing, Hylian Kite",2.75,2.25,3.5,2.5,4,1.5,4,3.75,4,4.75,4.25,4.5,41.75,7.25
1475,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",13,"Blue Falcon, Splat Buggy",9,"Sponge, Cushion",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",2.75,2,3.5,2.75,4,1.75,4,4,4,4.5,4,4.5,41.75,7.25
1476,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",13,"Blue Falcon, Splat Buggy",9,"Sponge, Cushion",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,2,3.25,2.75,4.25,1.5,4,4,4.25,4.5,4,4.75,41.75,7.25
1777,4,"Toadette, Wendy, Isabelle",8,"Prancer, Sport Bike, Jet Bike",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,3,3.25,3.25,3.25,2.25,4.5,4.25,4.5,4,2.25,3.75,41.75,7.25
1779,4,"Toadette, Wendy, Isabelle",8,"Prancer, Sport Bike, Jet Bike",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,2.75,3.25,3.5,3.25,2.5,4.5,4.5,4.5,3.75,2,3.75,41.75,7.25
1780,4,"Toadette, Wendy, Isabelle",8,"Prancer, Sport Bike, Jet Bike",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,2.75,3,3.5,3.5,2.25,4.5,4.5,4.75,3.75,2,4,41.75,7.25
1873,4,"Toadette, Wendy, Isabelle",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",1,"Standard, Blue Standard, GLA Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,3,3.5,2.75,3.75,2.5,4.25,3.75,4,4.25,2.75,4,41.75,7.25
1875,4,"Toadette, Wendy, Isabelle",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",1,"Standard, Blue Standard, GLA Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,2.75,3.5,3,3.75,2.75,4.25,4,4,4,2.5,4,41.75,7.25
1876,4,"Toadette, Wendy, Isabelle",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",1,"Standard, Blue Standard, GLA Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2.75,3.25,3,4,2.5,4.25,4,4.25,4,2.5,4.25,41.75,7.25
1970,4,"Toadette, Wendy, Isabelle",13,"Blue Falcon, Splat Buggy",7,"Button, Leaf Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,2.75,3,3.25,4.5,1.25,4,4,3.75,5,3,4.5,41.75,7.25
2409,5,"Koopa Troopa, Lakitu, Browser Jr",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",9,"Sponge, Cushion",1,"Super Glider, Waddle Wing, Hylian Kite",3,2.5,3.75,2.5,3.5,2.25,4.25,3.5,4.25,4.25,3.75,4.25,41.75,7.25
2411,5,"Koopa Troopa, Lakitu, Browser Jr",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",9,"Sponge, Cushion",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3,2.25,3.75,2.75,3.5,2.5,4.25,3.75,4.25,4,3.5,4.25,41.75,7.25
2412,5,"Koopa Troopa, Lakitu, Browser Jr",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",9,"Sponge, Cushion",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,2.25,3.5,2.75,3.75,2.25,4.25,3.75,4.5,4,3.5,4.5,41.75,7.25
2661,6,"Toad, Shy Guy, Larry",4,"Steel Driver, Tri-Speeder, Bone Rattelr",9,"Sponge, Cushion",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,3.5,3.25,2.5,3.25,3,3.5,4,3.75,3.5,4.25,4,41.75,7.25
2663,6,"Toad, Shy Guy, Larry",4,"Steel Driver, Tri-Speeder, Bone Rattelr",9,"Sponge, Cushion",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,3.25,3.25,2.75,3.25,3.25,3.5,4.25,3.75,3.25,4,4,41.75,7.25
2664,6,"Toad, Shy Guy, Larry",4,"Steel Driver, Tri-Speeder, Bone Rattelr",9,"Sponge, Cushion",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,3.25,3,2.75,3.5,3,3.5,4.25,4,3.25,4,4.25,41.75,7.25
2702,6,"Toad, Shy Guy, Larry",6,"Circuit Special, B Dasher, P-Wing",1,"Standard, Blue Standard, GLA Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,3,3.25,3.5,3.5,2.75,3.75,3.5,3.75,4,3.5,3.75,41.75,7.25
2709,6,"Toad, Shy Guy, Larry",6,"Circuit Special, B Dasher, P-Wing",3,"Roller, Azure Roller",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,3,3.5,2.75,3.75,2.5,4,3.75,3.75,4.25,3.25,4,41.75,7.25
2711,6,"Toad, Shy Guy, Larry",6,"Circuit Special, B Dasher, P-Wing",3,"Roller, Azure Roller",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,2.75,3.5,3,3.75,2.75,4,4,3.75,4,3,4,41.75,7.25
2712,6,"Toad, Shy Guy, Larry",6,"Circuit Special, B Dasher, P-Wing",3,"Roller, Azure Roller",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2.75,3.25,3,4,2.5,4,4,4,4,3,4.25,41.75,7.25
2910,6,"Toad, Shy Guy, Larry",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",8,"Off-Road, Retro Off-Road, Triforce Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,3.5,3,3.25,3.5,2.75,3.75,3.25,4,4,3.5,3.75,41.75,7.25
3030,7,"Cat Peach, Villager Female, Inkling Female",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,3.5,3.25,3.5,3.75,3,3.25,3,3.75,3.25,4.25,4,41.75,7.25
3118,7,"Cat Peach, Villager Female, Inkling Female",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3.75,3.75,3.75,3,3.25,3.5,3.25,3.25,3.75,3.25,3.5,41.75,7.25
3158,7,"Cat Peach, Villager Female, Inkling Female",4,"Steel Driver, Tri-Speeder, Bone Rattelr",7,"Button, Leaf Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,4,2.75,3.25,3.75,2.5,3.5,4.25,3.5,3.75,3.25,4,41.75,7.25
3190,7,"Cat Peach, Villager Female, Inkling Female",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,3.5,3.75,3.25,3.5,3,4,3.25,3.75,3.5,3,3.75,41.75,7.25
3305,7,"Cat Peach, Villager Female, Inkling Female",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4,4,3.5,3.25,3.25,2.75,3.5,3.25,3.75,3.5,3.75,3.25,41.75,7.25
3307,7,"Cat Peach, Villager Female, Inkling Female",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,3.75,3.5,3.5,3.25,3,3.5,3.5,3.75,3.25,3.5,3.25,41.75,7.25
3308,7,"Cat Peach, Villager Female, Inkling Female",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,3.75,3.25,3.5,3.5,2.75,3.5,3.5,4,3.25,3.5,3.5,41.75,7.25
4074,9,"Tanooki Mario, Villager Male, Inkling Male",2,"Pipe Frame, Varmint, City Tripper",2,"Monster, Hot Monster, Ancient",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,3.75,3,3.25,4,3.25,3.5,3.25,3.25,3.25,4,4.25,41.75,7.25
4450,9,"Tanooki Mario, Villager Male, Inkling Male",12,"Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3.75,3.75,3.75,3.25,3.25,3.75,3.25,3.25,3.5,3,3.5,41.75,7.25
5525,11,"Luigi, Iggy",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",5,"Slick, Cyber Slick",1,"Super Glider, Waddle Wing, Hylian Kite",4.25,3.75,3.75,4.25,2.25,4,3.75,3,3.25,3.5,3,3,41.75,7.25
5527,11,"Luigi, Iggy",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",5,"Slick, Cyber Slick",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.25,3.5,3.75,4.5,2.25,4.25,3.75,3.25,3.25,3.25,2.75,3,41.75,7.25
5528,11,"Luigi, Iggy",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",5,"Slick, Cyber Slick",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3.5,3.5,4.5,2.5,4,3.75,3.25,3.5,3.25,2.75,3.25,41.75,7.25
5585,12,"Metal Mario, Pink Gold Peach, Gold Mario",2,"Pipe Frame, Varmint, City Tripper",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,4.25,3.75,3.5,3.25,4.75,3,2.75,2.5,2.75,4,3.5,41.75,7.25
5587,12,"Metal Mario, Pink Gold Peach, Gold Mario",2,"Pipe Frame, Varmint, City Tripper",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,4,3.75,3.75,3.25,5,3,3,2.5,2.5,3.75,3.5,41.75,7.25
5588,12,"Metal Mario, Pink Gold Peach, Gold Mario",2,"Pipe Frame, Varmint, City Tripper",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,4,3.5,3.75,3.5,4.75,3,3,2.75,2.5,3.75,3.75,41.75,7.25
5854,12,"Metal Mario, Pink Gold Peach, Gold Mario",9,"Biddybuggy (Buggybud), Mr. Scooty",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,4,3.75,3.75,3.25,4.25,3.5,3,3,3.25,2.75,3.5,41.75,7.25
5890,12,"Metal Mario, Pink Gold Peach, Gold Mario",10,"Landship, Streetle",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4,5,4,3.25,3,4.25,3.25,3.25,2.75,2.5,3.25,3.25,41.75,7.25
5961,12,"Metal Mario, Pink Gold Peach, Gold Mario",12,"Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow",6,"Metal, Gold Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4.5,4.25,4.5,4,2.5,4.75,3.25,2.75,2.5,3,3,2.75,41.75,7.25
5963,12,"Metal Mario, Pink Gold Peach, Gold Mario",12,"Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow",6,"Metal, Gold Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.5,4,4.5,4.25,2.5,5,3.25,3,2.5,2.75,2.75,2.75,41.75,7.25
5964,12,"Metal Mario, Pink Gold Peach, Gold Mario",12,"Standard Bike, Flame Rider, Wild Wiggler, W 25 Silver Arrow",6,"Metal, Gold Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,4,4.25,4.25,2.75,4.75,3.25,3,2.75,2.75,2.75,3,41.75,7.25
1293,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",8,"Prancer, Sport Bike, Jet Bike",9,"Sponge, Cushion",1,"Super Glider, Waddle Wing, Hylian Kite",2.75,2.5,3.5,2.25,3.75,1.75,4.25,3.75,4.5,4,4,4.5,41.5,7.25
1295,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",8,"Prancer, Sport Bike, Jet Bike",9,"Sponge, Cushion",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",2.75,2.25,3.5,2.5,3.75,2,4.25,4,4.5,3.75,3.75,4.5,41.5,7.25
1296,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",8,"Prancer, Sport Bike, Jet Bike",9,"Sponge, Cushion",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,2.25,3.25,2.5,4,1.75,4.25,4,4.75,3.75,3.75,4.75,41.5,7.25
1381,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,2.5,3,3,3.25,2.25,4.75,4.25,4.5,4.5,2.25,4,41.5,7.25
1383,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,2.25,3,3.25,3.25,2.5,4.75,4.5,4.5,4.25,2,4,41.5,7.25
1384,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2.25,2.75,3.25,3.5,2.25,4.75,4.5,4.75,4.25,2,4.25,41.5,7.25
1790,4,"Toadette, Wendy, Isabelle",8,"Prancer, Sport Bike, Jet Bike",7,"Button, Leaf Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,3,3,3,4.25,1.5,4.25,4,4.25,4.25,2.75,4.5,41.5,7.25
1969,4,"Toadette, Wendy, Isabelle",13,"Blue Falcon, Splat Buggy",7,"Button, Leaf Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3,2.75,3.25,3,4.25,1.5,4,4,3.5,5,3,4.25,41.5,7.25
1971,4,"Toadette, Wendy, Isabelle",13,"Blue Falcon, Splat Buggy",7,"Button, Leaf Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3,2.5,3.25,3.25,4.25,1.75,4,4.25,3.5,4.75,2.75,4.25,41.5,7.25
1972,4,"Toadette, Wendy, Isabelle",13,"Blue Falcon, Splat Buggy",7,"Button, Leaf Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,2.5,3,3.25,4.5,1.5,4,4.25,3.75,4.75,2.75,4.5,41.5,7.25
1978,4,"Toadette, Wendy, Isabelle",13,"Blue Falcon, Splat Buggy",9,"Sponge, Cushion",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,2.5,3.5,3,4.25,1.5,3.75,3.5,4,4.5,3.75,4.5,41.5,7.25
2542,6,"Toad, Shy Guy, Larry",1,"Standard Kart, The Duke, 300 SL Roadster",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,3.5,3.25,3,3.25,3,4,3.5,3.75,3.75,3.25,3.75,41.5,7.25
2701,6,"Toad, Shy Guy, Larry",6,"Circuit Special, B Dasher, P-Wing",1,"Standard, Blue Standard, GLA Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,3,3.5,3.25,3.25,3,3.75,3.5,3.5,4,3.5,3.5,41.5,7.25
2703,6,"Toad, Shy Guy, Larry",6,"Circuit Special, B Dasher, P-Wing",1,"Standard, Blue Standard, GLA Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,2.75,3.5,3.5,3.25,3.25,3.75,3.75,3.5,3.75,3.25,3.5,41.5,7.25
2704,6,"Toad, Shy Guy, Larry",6,"Circuit Special, B Dasher, P-Wing",1,"Standard, Blue Standard, GLA Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,2.75,3.25,3.5,3.5,3,3.75,3.75,3.75,3.75,3.25,3.75,41.5,7.25
2909,6,"Toad, Shy Guy, Larry",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",8,"Off-Road, Retro Off-Road, Triforce Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,3.5,3.25,3,3.25,3,3.75,3.25,3.75,4,3.5,3.5,41.5,7.25
2911,6,"Toad, Shy Guy, Larry",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",8,"Off-Road, Retro Off-Road, Triforce Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,3.25,3.25,3.25,3.25,3.25,3.75,3.5,3.75,3.75,3.25,3.5,41.5,7.25
2912,6,"Toad, Shy Guy, Larry",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",8,"Off-Road, Retro Off-Road, Triforce Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,3.25,3,3.25,3.5,3,3.75,3.5,4,3.75,3.25,3.75,41.5,7.25
2958,6,"Toad, Shy Guy, Larry",13,"Blue Falcon, Splat Buggy",2,"Monster, Hot Monster, Ancient",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,3,3,3.5,3.5,2.5,3.25,3.5,3.5,4,4.5,4,41.5,7.25
3029,7,"Cat Peach, Villager Female, Inkling Female",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,3.5,3.5,3.25,3.5,3.25,3.25,3,3.5,3.25,4.25,3.75,41.5,7.25
3031,7,"Cat Peach, Villager Female, Inkling Female",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,3.25,3.5,3.5,3.5,3.5,3.25,3.25,3.5,3,4,3.75,41.5,7.25
3032,7,"Cat Peach, Villager Female, Inkling Female",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3.25,3.25,3.5,3.75,3.25,3.25,3.25,3.75,3,4,4,41.5,7.25
3117,7,"Cat Peach, Villager Female, Inkling Female",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4,3.75,4,3.5,2.75,3.5,3.5,3.25,3,3.75,3.25,3.25,41.5,7.25
3119,7,"Cat Peach, Villager Female, Inkling Female",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,3.5,4,3.75,2.75,3.75,3.5,3.5,3,3.5,3,3.25,41.5,7.25
